Site,coresec,interval,depth,age,1302,1300,1298,1296,1292,1292',1050-1,1050-2,H-1048,H-1048b-1,H-1048b-2,1036-1,1036-2,1034-1,1034-2,H-1034a,H-1034b,H-1034c,H-1034tot,1032-1,1032-2,1022,1020,H-1020p,H-1020a,H-1020b,H-1020c,H-1020tot,1018,1050-tot,1036-tot,1034-tot,1032-tot,,,
,17R-2W,96-98 cm,627.46,59.0303,9.09E+06,1.01E+06,6.55E+05,2.05E+05,8.33E+06,3.81E+05,2.41E+05,2.83E+05,3.68E+03,0.00E+00,0.00E+00,1.00E+05,8.81E+04,3.84E+04,6.52E+04,1.00E+03,2.97E+03,5.53E+03,9.50E+03,4.92E+03,1.87E+04,3.00E+05,4.18E+04,3.57E+03,1.12E+05,9.64E+04,5.47E+03,2.14E+05,2.40E+04,5.24E+05,1.88E+05,1.04E+05,2.36E+04,,,
1172D,17R-3W,5-7 cm,628.05,59.0471,4.78E+06,5.79E+05,3.81E+05,1.25E+05,5.16E+06,2.49E+05,1.07E+05,1.48E+05,0.00E+00,3.62E+03,2.02E+03,5.96E+04,5.74E+04,2.25E+04,4.52E+04,1.00E+03,2.44E+03,3.03E+03,6.47E+03,2.72E+03,1.22E+04,1.95E+05,2.68E+04,3.21E+03,8.59E+04,9.89E+04,8.09E+03,1.93E+05,1.59E+04,2.55E+05,1.17E+05,6.77E+04,1.50E+04,,,
,17R-3W,101.5-103.5,629.015,59.0747,3.44E+06,4.66E+05,3.24E+05,1.00E+05,4.31E+06,1.94E+05,7.60E+04,1.05E+05,5.00E+02,1.00E+03,0.00E+00,4.21E+04,3.82E+04,1.33E+04,2.96E+04,1.50E+03,1.50E+03,3.07E+03,6.07E+03,2.10E+03,8.04E+03,1.74E+05,1.89E+04,2.81E+03,9.52E+04,7.51E+04,4.65E+03,1.75E+05,1.04E+04,1.81E+05,8.03E+04,4.29E+04,1.01E+04,,,
1172D,17R-4W,5-7 cm,629.55,59.0900,1.20E+06,1.73E+05,1.09E+05,3.62E+04,1.41E+06,5.11E+04,1.91E+04,3.27E+04,0.00E+00,0.00E+00,0.00E+00,1.32E+04,1.29E+04,6.07E+03,1.10E+04,0.00E+00,0.00E+00,1.00E+03,3.56E+03,9.89E+02,4.35E+03,5.29E+04,6.92E+03,1.70E+03,3.71E+04,3.61E+04,3.13E+03,7.63E+04,4.24E+03,5.18E+04,2.61E+04,1.71E+04,5.34E+03,,,
1172D,17R-4W,10-12 cm,629.6,59.0914,3.38E+06,4.71E+05,3.24E+05,9.86E+04,4.06E+06,1.97E+05,5.34E+04,8.53E+04,0.00E+00,0.00E+00,0.00E+00,3.65E+04,3.66E+04,1.87E+04,3.00E+04,1.00E+03,3.31E+03,2.93E+03,7.24E+03,2.32E+03,9.71E+03,1.52E+05,2.10E+04,5.84E+03,1.15E+05,1.22E+05,8.93E+03,2.46E+05,1.24E+04,1.39E+05,7.32E+04,4.88E+04,1.20E+04,,,
,17R-4W,98-100 cm,630.48,59.1166,6.35E+06,8.45E+05,5.54E+05,1.74E+05,7.90E+06,3.47E+05,1.21E+05,1.90E+05,0.00E+00,0.00E+00,0.00E+00,6.04E+04,6.48E+04,2.45E+04,5.03E+04,2.32E+03,3.11E+03,4.40E+03,9.83E+03,3.05E+03,1.21E+04,2.18E+05,2.74E+04,5.99E+03,1.44E+05,1.22E+05,7.37E+03,2.73E+05,1.44E+04,3.11E+05,1.25E+05,7.48E+04,1.52E+04,,,
1172D,17R-5W,5-7 cm,631.05,59.1329,5.52E+06,8.43E+05,5.79E+05,1.80E+05,7.16E+06,3.59E+05,8.52E+04,1.30E+05,1.50E+03,3.16E+03,3.46E+03,5.32E+04,5.90E+04,2.89E+04,4.67E+04,2.04E+03,2.96E+03,2.52E+03,7.52E+03,3.13E+03,1.12E+04,1.74E+05,2.71E+04,3.73E+03,9.96E+04,9.55E+04,8.54E+03,2.04E+05,1.60E+04,2.15E+05,1.12E+05,7.56E+04,1.44E+04,,,
1172D,17R-5W,55-57 cm,631.55,59.1471,1.48E+06,2.02E+05,1.30E+05,4.10E+04,1.66E+06,7.80E+04,2.21E+04,3.57E+04,0.00E+00,0.00E+00,0.00E+00,1.47E+04,1.45E+04,6.79E+03,1.29E+04,1.00E+03,1.00E+03,1.00E+03,3.80E+03,9.23E+02,3.76E+03,5.89E+04,8.24E+03,1.38E+03,3.92E+04,3.52E+04,1.39E+03,7.58E+04,4.61E+03,5.79E+04,2.92E+04,1.97E+04,4.69E+03,,,
1172D,17R-5W,105-107 cm,632.05,59.1614,3.22E+06,4.49E+05,2.95E+05,1.01E+05,3.99E+06,1.65E+05,4.31E+04,6.93E+04,0.00E+00,0.00E+00,0.00E+00,3.39E+04,3.09E+04,1.51E+04,2.55E+04,1.00E+03,1.00E+03,2.62E+03,4.62E+03,2.35E+03,7.36E+03,1.17E+05,1.85E+04,2.09E+03,7.78E+04,7.55E+04,2.27E+03,1.56E+05,1.05E+04,1.12E+05,6.48E+04,4.06E+04,9.71E+03,,,
,17R-6W,10-12 cm,632.6,59.1771,8.24E+05,1.10E+05,6.25E+04,2.22E+04,9.95E+05,3.59E+04,1.08E+04,1.71E+04,0.00E+00,0.00E+00,0.00E+00,8.68E+03,7.47E+03,2.18E+03,7.40E+03,0.00E+00,1.00E+03,1.50E+03,2.50E+03,5.73E+02,2.09E+03,3.48E+04,5.00E+03,9.12E+02,3.18E+04,2.60E+04,1.16E+03,5.89E+04,2.79E+03,2.79E+04,1.61E+04,9.58E+03,2.66E+03,,,
1172D,17R-6W,55-57 cm,633.05,59.1900,2.80E+06,3.36E+05,1.87E+05,6.97E+04,3.21E+06,1.04E+05,3.23E+04,4.93E+04,0.00E+00,0.00E+00,0.00E+00,2.28E+04,2.20E+04,9.97E+03,1.95E+04,1.00E+03,1.00E+03,2.87E+03,4.87E+03,1.69E+03,6.00E+03,8.46E+04,1.34E+04,2.12E+03,6.48E+04,7.02E+04,3.29E+03,1.38E+05,7.13E+03,8.16E+04,4.48E+04,2.94E+04,7.69E+03,,,
,17R-6W,100-102 cm,633.5,59.2029,4.02E+06,5.06E+05,3.13E+05,1.07E+05,4.88E+06,2.06E+05,6.42E+04,9.58E+04,0.00E+00,0.00E+00,0.00E+00,4.24E+04,3.34E+04,1.64E+04,2.71E+04,1.00E+03,2.53E+03,2.76E+03,6.29E+03,2.59E+03,8.44E+03,1.36E+05,1.97E+04,3.46E+03,9.53E+04,7.50E+04,4.38E+03,1.75E+05,1.06E+04,1.60E+05,7.58E+04,4.35E+04,1.10E+04,,,
1172D,17R-7W,10-12 cm,634.07,59.2191,1.98E+06,2.39E+05,1.31E+05,4.81E+04,2.23E+06,7.50E+04,3.14E+04,4.31E+04,0.00E+00,0.00E+00,0.00E+00,1.66E+04,1.77E+04,5.77E+03,1.05E+04,1.00E+03,1.00E+03,1.00E+03,2.84E+03,8.54E+02,3.22E+03,5.32E+04,6.80E+03,1.10E+03,2.90E+04,2.90E+04,1.12E+03,5.91E+04,3.66E+03,7.45E+04,3.43E+04,1.63E+04,4.08E+03,,,
1172D,18R-1W,10-12 cm,634.66,59.2360,3.48E+06,3.95E+05,2.12E+05,7.17E+04,2.83E+06,1.26E+05,5.87E+04,8.78E+04,0.00E+00,1.00E+03,3.24E+03,3.98E+04,3.24E+04,1.22E+04,2.76E+04,4.56E+03,0.00E+00,3.65E+03,8.22E+03,1.80E+03,7.38E+03,1.06E+05,1.56E+04,2.56E+03,8.76E+04,8.12E+04,3.13E+03,1.72E+05,8.43E+03,1.47E+05,7.22E+04,3.98E+04,9.17E+03,,,
1172D,18R-1W,62-64 cm,635.18,59.2605,6.26E+06,6.96E+05,3.63E+05,1.38E+05,6.67E+06,2.03E+05,7.38E+04,1.20E+05,0.00E+00,0.00E+00,0.00E+00,4.30E+04,4.48E+04,1.35E+04,4.11E+04,2.06E+03,3.00E+03,1.00E+03,6.06E+03,1.86E+03,9.88E+03,1.36E+05,2.13E+04,3.60E+03,1.00E+05,9.21E+04,4.07E+03,1.96E+05,1.23E+04,1.94E+05,8.78E+04,5.46E+04,1.17E+04,,,
1172D,18R-2W,10-12 cm,636.16,59.3134,3.88E+06,4.10E+05,2.21E+05,8.99E+04,4.17E+06,1.25E+05,4.98E+04,6.81E+04,0.00E+00,0.00E+00,0.00E+00,2.43E+04,2.50E+04,7.35E+03,2.11E+04,1.00E+03,1.00E+03,2.32E+03,4.32E+03,1.46E+03,5.71E+03,9.35E+04,1.30E+04,1.48E+03,5.90E+04,5.95E+04,2.28E+03,1.21E+05,7.34E+03,1.18E+05,4.93E+04,2.84E+04,7.17E+03,,,
1172D,18R-2W,106-108 cm,637.12,59.3652,5.62E+06,6.78E+05,4.38E+05,1.48E+05,6.38E+06,2.14E+05,6.07E+04,9.31E+04,0.00E+00,0.00E+00,0.00E+00,4.65E+04,3.93E+04,1.39E+04,3.77E+04,1.00E+03,2.99E+03,3.38E+03,7.37E+03,2.42E+03,1.04E+04,1.73E+05,2.55E+04,2.43E+03,9.93E+04,1.02E+05,5.86E+03,2.07E+05,1.40E+04,1.54E+05,8.58E+04,5.17E+04,1.28E+04,,,
1172D,18R-3W,55-57 cm,638.11,59.4187,1.31E+06,1.91E+05,1.34E+05,4.37E+04,1.59E+06,7.90E+04,1.49E+04,1.98E+04,0.00E+00,0.00E+00,0.00E+00,1.78E+04,1.23E+04,6.87E+03,9.67E+03,1.00E+03,1.00E+03,2.00E+03,4.00E+03,1.62E+03,2.98E+03,7.94E+04,9.88E+03,1.68E+03,3.89E+04,4.17E+04,2.89E+03,8.35E+04,5.02E+03,3.47E+04,3.02E+04,1.65E+04,4.60E+03,,,
1172D,18R-4W,10-12 cm,639.16,59.4753,5.29E+05,7.92E+04,5.76E+04,1.78E+04,7.17E+05,3.84E+04,5.77E+03,7.68E+03,0.00E+00,0.00E+00,0.00E+00,8.21E+03,5.40E+03,2.52E+03,4.34E+03,0.00E+00,1.00E+03,1.00E+03,2.61E+03,6.47E+02,1.61E+03,3.93E+04,4.08E+03,7.32E+02,2.69E+04,2.60E+04,2.22E+03,5.51E+04,2.34E+03,1.34E+04,1.36E+04,6.86E+03,2.26E+03,,,
1172D,18R-5W,7-9 cm,640.63,59.5547,4.48E+05,8.23E+04,8.51E+04,1.99E+04,6.88E+05,3.91E+04,4.42E+03,4.74E+03,0.00E+00,0.00E+00,0.00E+00,9.96E+03,3.69E+03,1.63E+03,2.24E+03,0.00E+00,0.00E+00,0.00E+00,2.00E+03,5.13E+02,6.28E+02,4.18E+04,3.52E+03,7.11E+02,2.13E+04,2.05E+04,1.93E+03,4.37E+04,5.00E+02,9.16E+03,1.37E+04,3.87E+03,1.14E+03,,,
1172D,18R-6W,7-9 cm,641.63,59.6087,2.04E+06,3.86E+05,3.17E+05,9.12E+04,3.40E+06,2.01E+05,1.80E+04,1.98E+04,0.00E+00,0.00E+00,0.00E+00,3.39E+04,1.33E+04,7.21E+03,8.81E+03,0.00E+00,2.14E+03,2.25E+03,4.39E+03,1.81E+03,2.60E+03,1.29E+05,1.27E+04,4.57E+03,8.87E+04,6.80E+04,6.12E+03,1.63E+05,6.10E+03,3.78E+04,4.72E+04,1.60E+04,4.41E+03,,,
1172D,19R-1W,10-12 cm,644.28,59.7517,1.74E+06,2.94E+05,2.10E+05,6.74E+04,2.65E+06,1.33E+05,1.47E+04,1.69E+04,0.00E+00,0.00E+00,0.00E+00,2.85E+04,9.65E+03,5.11E+03,6.35E+03,1.50E+03,1.50E+03,2.03E+03,5.03E+03,1.79E+03,2.36E+03,1.13E+05,1.05E+04,2.86E+03,7.79E+04,6.39E+04,6.46E+03,1.48E+05,4.79E+03,3.16E+04,3.82E+04,1.15E+04,4.14E+03,,,
,19R-2W,20-22 cm,645.88,59.8381,3.33E+06,6.67E+05,5.63E+05,1.71E+05,6.31E+06,3.57E+05,3.85E+04,4.21E+04,0.00E+00,0.00E+00,0.00E+00,7.68E+04,3.03E+04,1.37E+04,1.69E+04,4.19E+03,4.91E+03,4.79E+03,1.39E+04,3.26E+03,4.97E+03,3.20E+05,2.93E+04,6.99E+03,1.71E+05,1.47E+05,1.73E+04,3.35E+05,1.33E+04,8.06E+04,1.07E+05,3.06E+04,8.23E+03,,,
,19R-3W,20-22 cm,647.38,59.9190,3.54E+06,6.44E+05,5.29E+05,1.55E+05,6.12E+06,3.09E+05,4.25E+04,4.90E+04,0.00E+00,0.00E+00,0.00E+00,7.32E+04,3.08E+04,1.34E+04,2.18E+04,3.78E+03,3.76E+03,4.40E+03,1.19E+04,2.98E+03,5.37E+03,2.97E+05,2.69E+04,5.63E+03,1.57E+05,1.39E+05,1.30E+04,3.09E+05,1.25E+04,9.15E+04,1.04E+05,3.51E+04,8.35E+03,,,
1172D,20R-1W,10-12 cm,653.88,60.2699,5.36E+05,9.71E+04,8.46E+04,2.48E+04,8.41E+05,4.73E+04,6.79E+03,6.95E+03,0.00E+00,0.00E+00,0.00E+00,1.11E+04,5.70E+03,2.24E+03,2.41E+03,1.00E+03,1.00E+03,1.00E+03,2.00E+03,5.42E+02,7.69E+02,5.34E+04,4.31E+03,7.29E+02,1.97E+04,2.04E+04,2.19E+03,4.22E+04,2.00E+03,1.37E+04,1.68E+04,4.64E+03,1.31E+03,,,
1172D,20R-2W,10-12 cm,655.38,60.3508,3.25E+05,5.81E+04,4.34E+04,1.37E+04,5.56E+05,2.89E+04,3.29E+03,4.16E+03,0.00E+00,0.00E+00,0.00E+00,7.47E+03,3.43E+03,1.35E+03,2.22E+03,1.00E+03,1.00E+03,1.00E+03,2.81E+03,6.42E+02,5.98E+02,3.90E+04,3.20E+03,1.21E+03,3.63E+04,3.42E+04,2.81E+03,7.33E+04,5.00E+02,7.45E+03,1.09E+04,3.58E+03,1.24E+03,,,
1172D,20R-3W,10-12 cm,656.88,60.4318,3.19E+05,5.78E+04,4.39E+04,1.39E+04,5.48E+05,3.22E+04,3.15E+03,3.66E+03,0.00E+00,0.00E+00,0.00E+00,7.22E+03,2.61E+03,1.22E+03,1.54E+03,0.00E+00,1.00E+03,1.00E+03,3.35E+03,5.00E+02,5.00E+02,3.66E+04,3.09E+03,1.19E+03,3.91E+04,3.14E+04,2.13E+03,7.26E+04,5.00E+02,6.80E+03,9.83E+03,2.76E+03,1.00E+03,,,
1172D,20R-4W,10-12 cm,658.38,60.5127,1.27E+06,2.30E+05,1.85E+05,5.53E+04,2.20E+06,1.30E+05,1.26E+04,1.39E+04,0.00E+00,0.00E+00,0.00E+00,2.93E+04,1.08E+04,4.78E+03,6.38E+03,1.00E+03,4.60E+03,5.15E+03,1.08E+04,1.36E+03,1.74E+03,1.51E+05,1.20E+04,8.90E+03,1.83E+05,1.23E+05,1.15E+04,3.18E+05,5.62E+03,2.65E+04,4.01E+04,1.12E+04,3.10E+03,,,
1172D,20R-5W,10-12 cm,659.88,60.5937,2.14E+05,3.94E+04,3.21E+04,1.00E+04,3.81E+05,2.28E+04,2.98E+03,3.09E+03,0.00E+00,0.00E+00,0.00E+00,7.03E+03,2.31E+03,1.17E+03,1.44E+03,0.00E+00,1.00E+02,1.00E+02,2.74E+03,3.20E+02,3.15E+02,3.59E+04,2.55E+03,9.55E+02,3.91E+04,2.60E+04,2.19E+03,6.73E+04,5.00E+02,6.06E+03,9.34E+03,2.61E+03,6.35E+02,,,
1172D,20R-6W,10-12 cm,661.18,60.6639,5.76E+05,1.06E+05,8.65E+04,2.64E+04,9.87E+05,5.31E+04,5.99E+03,6.67E+03,0.00E+00,0.00E+00,0.00E+00,1.28E+04,6.75E+03,2.48E+03,3.43E+03,0.00E+00,1.00E+03,1.00E+03,3.01E+03,4.79E+02,7.03E+02,6.24E+04,5.67E+03,9.51E+02,3.19E+04,3.07E+04,4.22E+03,6.69E+04,2.54E+03,1.27E+04,1.96E+04,5.91E+03,1.18E+03,,,
1172D,20R-7W,10-12 cm,662.68,60.7448,4.10E+05,7.26E+04,5.39E+04,1.82E+04,6.63E+05,3.51E+04,4.64E+03,5.64E+03,0.00E+00,0.00E+00,0.00E+00,8.26E+03,4.13E+03,1.78E+03,2.34E+03,0.00E+00,0.00E+00,1.00E+03,2.38E+03,4.60E+02,5.54E+02,4.10E+04,3.50E+03,1.15E+03,3.39E+04,2.83E+04,2.97E+03,6.52E+04,1.00E+03,1.03E+04,1.24E+04,4.11E+03,1.01E+03,,,
1172D,21R-1W,10-12 cm,663.46,60.7869,3.20E+04,5.91E+03,4.72E+03,1.49E+03,5.63E+04,3.22E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,
1172D,21R-2W,10-12 cm,664.96,60.8679,4.71E+05,7.22E+04,4.78E+04,1.84E+04,6.84E+05,2.81E+04,4.74E+03,6.37E+03,0.00E+00,0.00E+00,0.00E+00,7.55E+03,4.80E+03,2.44E+03,3.48E+03,0.00E+00,0.00E+00,0.00E+00,2.00E+03,4.79E+02,9.49E+02,3.70E+04,4.17E+03,4.12E+02,2.38E+04,2.58E+04,1.78E+03,5.14E+04,2.09E+03,1.11E+04,1.24E+04,5.92E+03,1.43E+03,,,
1172D,21R-3W,10-12 cm,666.46,60.9489,2.81E+05,5.39E+04,4.16E+04,1.53E+04,4.97E+05,2.68E+04,3.09E+03,3.89E+03,0.00E+00,0.00E+00,0.00E+00,7.69E+03,3.58E+03,1.52E+03,2.05E+03,0.00E+00,0.00E+00,1.00E+03,2.25E+03,5.62E+02,5.17E+02,3.69E+04,3.21E+03,1.36E+03,2.61E+04,2.31E+04,2.87E+03,5.21E+04,1.00E+03,6.98E+03,1.13E+04,3.57E+03,1.08E+03,,,
1172D,21R-4W,10-12 cm,667.975,61.0306,2.90E+06,5.29E+05,4.07E+05,1.38E+05,4.84E+06,2.45E+05,2.16E+04,2.41E+04,2.00E+03,0.00E+00,0.00E+00,5.24E+04,2.71E+04,1.02E+04,1.28E+04,3.20E+03,3.32E+03,2.86E+03,9.38E+03,2.82E+03,3.21E+03,2.49E+05,2.13E+04,3.99E+03,1.43E+05,1.20E+05,1.30E+04,2.76E+05,9.50E+03,4.57E+04,7.95E+04,2.29E+04,6.03E+03,,,
1172D,21R-5W,10-12 cm,669.475,61.1116,1.19E+06,2.07E+05,1.44E+05,5.72E+04,2.05E+06,8.97E+04,1.30E+04,1.63E+04,0.00E+00,0.00E+00,0.00E+00,2.39E+04,9.93E+03,5.76E+03,7.20E+03,1.00E+03,2.56E+03,2.41E+03,5.97E+03,1.76E+03,1.76E+03,1.02E+05,9.75E+03,4.85E+03,1.07E+05,7.64E+04,6.20E+03,1.90E+05,4.21E+03,2.93E+04,3.38E+04,1.30E+04,3.52E+03,,,
1172D,22R-1W,10-12 cm,673.08,61.3062,7.40E+05,1.26E+05,9.00E+04,3.54E+04,1.26E+06,5.65E+04,6.96E+03,8.78E+03,0.00E+00,0.00E+00,0.00E+00,1.19E+04,7.52E+03,3.97E+03,5.69E+03,0.00E+00,1.00E+03,1.80E+03,2.80E+03,9.40E+02,1.61E+03,5.67E+04,6.44E+03,1.43E+03,6.10E+04,5.03E+04,4.36E+03,1.16E+05,3.25E+03,1.57E+04,1.94E+04,9.65E+03,2.55E+03,,,
1172D,22R-2W,9-11 cm,674.57,61.3866,2.28E+05,4.83E+04,4.04E+04,1.36E+04,4.81E+05,2.91E+04,2.68E+03,3.35E+03,0.00E+00,0.00E+00,0.00E+00,6.21E+03,2.77E+03,1.79E+03,2.00E+03,0.00E+00,0.00E+00,0.00E+00,2.00E+03,6.36E+02,6.91E+02,2.91E+04,3.16E+03,9.05E+02,2.30E+04,1.92E+04,2.05E+03,4.42E+04,1.00E+03,6.03E+03,8.97E+03,3.79E+03,1.33E+03,,,
1172D,22R-CCW,4-6 cm,675.56,61.4401,1.95E+05,3.51E+04,2.96E+04,9.36E+03,3.44E+05,2.02E+04,2.17E+03,2.79E+03,0.00E+00,0.00E+00,0.00E+00,4.42E+03,2.74E+03,1.31E+03,1.86E+03,0.00E+00,0.00E+00,0.00E+00,1.83E+03,3.05E+02,5.04E+02,2.37E+04,2.26E+03,7.54E+02,1.77E+04,1.65E+04,1.37E+03,3.55E+04,1.00E+03,4.96E+03,7.16E+03,3.17E+03,8.09E+02,,,
1172D,23R-1W,10-12 cm,682.78,61.8298,1.12E+06,2.09E+05,1.86E+05,5.52E+04,2.19E+06,1.29E+05,9.29E+03,1.24E+04,0.00E+00,0.00E+00,0.00E+00,1.92E+04,9.16E+03,4.54E+03,6.32E+03,0.00E+00,1.00E+03,1.90E+03,2.90E+03,1.54E+03,1.79E+03,9.33E+04,9.01E+03,2.59E+03,6.25E+04,5.54E+04,5.09E+03,1.23E+05,4.69E+03,2.17E+04,2.83E+04,1.09E+04,3.33E+03,,,
1172D,23R-2W,8-10 cm,684.28,61.9107,5.19E+05,1.15E+05,1.06E+05,3.55E+04,1.17E+06,6.91E+04,5.25E+03,6.06E+03,0.00E+00,0.00E+00,0.00E+00,1.16E+04,4.30E+03,2.73E+03,2.60E+03,0.00E+00,0.00E+00,0.00E+00,3.37E+03,7.55E+02,1.11E+03,5.55E+04,4.93E+03,2.87E+03,5.73E+04,4.25E+04,4.36E+03,1.04E+05,2.50E+03,1.13E+04,1.59E+04,5.32E+03,1.87E+03,,,
1172D,23R-CCW,10-12 cm,684.45,61.9199,1.81E+06,3.75E+05,3.53E+05,1.14E+05,3.70E+06,2.31E+05,1.54E+04,1.64E+04,0.00E+00,0.00E+00,0.00E+00,3.51E+04,1.39E+04,5.96E+03,6.03E+03,2.27E+03,2.50E+03,2.20E+03,6.96E+03,1.63E+03,1.24E+03,1.64E+05,1.36E+04,5.38E+03,1.08E+05,8.40E+04,1.23E+03,1.93E+05,6.12E+03,3.18E+04,4.90E+04,1.20E+04,2.87E+03,,,
1172D,24R-1W,41-43 cm,692.78,64.5733,2.95E+05,5.68E+04,5.32E+04,2.44E+04,5.68E+05,3.68E+04,3.44E+03,2.81E+03,0.00E+00,0.00E+00,0.00E+00,9.70E+03,3.37E+03,1.12E+03,1.26E+03,0.00E+00,0.00E+00,0.00E+00,1.50E+03,4.12E+02,3.06E+02,6.37E+04,3.80E+03,7.62E+02,1.38E+04,1.36E+04,6.16E+03,3.36E+04,2.07E+03,6.25E+03,1.31E+04,2.39E+03,7.18E+02,,,
1172D,24R-2W,120-122 cm,695.07,64.8571,4.03E+05,9.06E+04,8.88E+04,4.36E+04,8.90E+05,6.50E+04,5.45E+03,4.87E+03,0.00E+00,0.00E+00,0.00E+00,1.60E+04,7.29E+03,1.55E+03,1.84E+03,1.00E+03,0.00E+00,0.00E+00,2.59E+03,1.00E+00,1.00E+00,1.29E+05,7.48E+03,2.16E+02,1.90E+04,1.96E+04,1.11E+04,4.97E+04,4.32E+03,1.03E+04,2.33E+04,3.39E+03,0.00E+00,,,
1172D,24R-3W,40-42 cm,695.77,64.9166,2.92E+05,6.51E+04,6.16E+04,2.91E+04,6.48E+05,4.08E+04,4.15E+03,3.55E+03,0.00E+00,0.00E+00,0.00E+00,1.14E+04,5.31E+03,1.24E+03,1.60E+03,1.00E+03,0.00E+00,0.00E+00,2.03E+03,1.00E+00,1.00E+00,9.19E+04,5.66E+03,9.13E+02,2.00E+04,2.04E+04,7.34E+03,4.78E+04,3.00E+03,7.70E+03,1.67E+04,2.84E+03,0.00E+00,,,
1172D,24R-4W,40-42 cm,697.27,65.2502,3.94E+05,8.87E+04,8.73E+04,4.03E+04,8.45E+05,6.33E+04,6.11E+03,5.13E+03,0.00E+00,0.00E+00,2.67E+03,1.55E+04,6.18E+03,2.15E+03,1.64E+03,0.00E+00,1.00E+03,1.00E+03,5.21E+03,5.66E+02,4.42E+02,1.05E+05,6.49E+03,1.45E+03,2.82E+04,2.16E+04,1.14E+04,6.12E+04,2.93E+03,1.12E+04,2.17E+04,3.78E+03,1.01E+03,,,
1172D,24R-5W,35-37 cm,698.72,65.6753,8.92E+05,1.99E+05,1.88E+05,7.72E+04,1.79E+06,1.27E+05,1.15E+04,1.04E+04,0.00E+00,0.00E+00,0.00E+00,3.95E+04,1.37E+04,4.87E+03,4.22E+03,2.79E+03,1.00E+03,1.00E+03,4.79E+03,1.26E+03,1.06E+03,2.67E+05,1.83E+04,2.12E+03,5.59E+04,5.05E+04,2.21E+04,1.29E+05,8.66E+03,2.19E+04,5.32E+04,9.10E+03,2.32E+03,,,
1172D,24R-6W,40-42 cm,700.27,66.6957,3.79E+05,5.17E+04,3.61E+04,1.22E+04,4.87E+05,2.23E+04,4.28E+03,4.42E+03,0.00E+00,0.00E+00,0.00E+00,9.65E+03,5.51E+03,1.22E+03,2.50E+03,0.00E+00,0.00E+00,0.00E+00,2.91E+03,1.00E+00,1.00E+00,4.28E+04,3.82E+03,1.07E+03,3.75E+04,3.60E+04,3.17E+03,7.66E+04,1.00E+03,8.70E+03,1.52E+04,3.72E+03,0.00E+00,,,
1172D,24R-7W,17-19 cm,701.54,66.9221,3.49E+05,4.79E+04,3.44E+04,1.24E+04,5.38E+05,2.54E+04,3.16E+03,2.59E+03,0.00E+00,0.00E+00,0.00E+00,6.99E+03,2.94E+03,9.23E+02,1.17E+03,0.00E+00,0.00E+00,0.00E+00,2.39E+03,1.00E+00,1.00E+00,2.79E+04,9.86E+03,1.40E+03,3.55E+04,2.37E+04,2.81E+03,6.21E+04,1.00E+03,5.75E+03,9.93E+03,2.09E+03,0.00E+00,,,
1172D,25R-1W,120-122 cm,703.18,67.2145,2.32E+06,3.22E+05,2.40E+05,7.25E+04,3.16E+06,1.55E+05,2.29E+04,2.28E+04,0.00E+00,0.00E+00,0.00E+00,5.99E+04,2.36E+04,8.72E+03,1.12E+04,6.04E+03,4.76E+03,5.74E+03,1.65E+04,2.19E+03,2.52E+03,2.56E+05,2.18E+04,1.29E+04,2.63E+05,1.77E+05,2.02E+04,4.60E+05,7.25E+03,4.57E+04,8.35E+04,1.99E+04,4.71E+03,,,
1172D,25R-2W,40-42 cm,703.88,67.3393,2.91E+05,4.67E+04,3.47E+04,1.29E+04,4.73E+05,2.42E+04,2.90E+03,3.07E+03,0.00E+00,0.00E+00,0.00E+00,6.52E+03,3.15E+03,1.03E+03,1.41E+03,0.00E+00,0.00E+00,0.00E+00,2.30E+03,1.00E+00,1.00E+00,2.80E+04,2.37E+03,1.10E+03,2.62E+04,2.42E+04,3.76E+03,5.42E+04,1.00E+03,5.97E+03,9.67E+03,2.44E+03,0.00E+00,,,
1172D,25R-3W,40-42 cm,705.38,67.6067,4.40E+05,6.39E+04,4.65E+04,1.69E+04,7.08E+05,3.31E+04,4.36E+03,3.21E+03,0.00E+00,0.00E+00,0.00E+00,1.00E+04,4.15E+03,1.56E+03,1.74E+03,1.00E+03,0.00E+00,0.00E+00,3.07E+03,1.00E+00,1.00E+00,3.35E+04,2.86E+03,1.00E+02,1.23E+04,3.58E+04,6.69E+03,5.48E+04,1.00E+03,7.57E+03,1.42E+04,3.30E+03,0.00E+00,,,
1172D,25R-4W,40-42 cm,706.88,67.8742,4.83E+05,7.00E+04,4.88E+04,1.54E+04,6.51E+05,3.15E+04,3.55E+03,3.55E+03,0.00E+00,0.00E+00,0.00E+00,9.38E+03,4.52E+03,1.31E+03,1.99E+03,0.00E+00,0.00E+00,0.00E+00,3.13E+03,1.00E+00,1.00E+00,3.30E+04,3.35E+03,1.76E+03,3.53E+04,3.32E+04,2.37E+03,7.09E+04,1.00E+03,7.10E+03,1.39E+04,3.30E+03,0.00E+00,,,
